"OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
22-09-23,"16 - 1022",50,50,50,0,0,1
22-09-23,"24 - 1150",105,120,100,5,15,0.952380952380952
22-09-23,"24 - 1153",239,240,239,0,1,1
22-09-24,"62 - 1011",56,57,56,0,1,1
22-09-24,"3 - 1008",154,154,150,4,0,0.974025974025974
22-09-24,"16 - 1022",50,50,50,0,0,1
22-09-24,"24 - 1150",105,120,105,0,15,1
22-09-24,"24 - 1153",239,240,239,0,1,1
22-09-25,"62 - 1011",56,57,56,0,1,1
22-09-25,"3 - 1008",154,154,150,4,0,0.974025974025974
22-09-25,"16 - 1022",50,50,50,0,0,1
22-09-25,"24 - 1150",104,120,99,5,16,0.951923076923077
22-09-25,"24 - 1153",239,240,239,0,1,1
22-09-26,"62 - 1011",56,57,56,0,1,1
22-09-26,"3 - 1008",154,154,149,5,0,0.967532467532468
22-09-26,"16 - 1022",50,50,49,1,0,0.98
22-09-26,"24 - 1150",109,120,107,2,11,0.981651376146789
22-09-26,"24 - 1153",240,240,240,0,0,1
22-09-27,"62 - 1011",56,57,56,0,1,1
22-09-27,"3 - 1008",154,154,150,4,0,0.974025974025974
22-09-27,"16 - 1022",50,50,50,0,0,1
22-09-27,"24 - 1150",113,120,111,2,7,0.982300884955752
22-09-27,"24 - 1153",240,240,240,0,0,1
22-09-28,"62 - 1011",61,62,61,0,1,1
22-09-28,"3 - 1008",164,164,158,6,0,0.963414634146341
22-09-28,"16 - 1022",50,50,50,0,0,1
22-09-28,"24 - 1150",113,120,113,0,7,1
22-09-28,"24 - 1153",240,240,240,0,0,1
22-09-29,"62 - 1011",61,62,61,0,1,1
22-09-29,"3 - 1008",154,154,150,4,0,0.974025974025974
22-09-29,"16 - 1022",50,50,50,0,0,1
22-09-29,"24 - 1150",112,120,110,2,8,0.982142857142857
22-09-29,"24 - 1153",240,240,240,0,0,1
22-09-30,"62 - 1011",61,62,60,1,1,0.983606557377049
22-09-30,"3 - 1008",163,164,156,7,1,0.957055214723926
22-09-30,"16 - 1022",50,50,50,0,0,1
22-09-30,"24 - 1150",112,120,112,0,8,1
22-09-30,"24 - 1153",240,240,240,0,0,1
22-10-01,"62 - 1011",61,62,60,1,1,0.983606557377049
22-10-01,"3 - 1008",163,164,155,8,1,0.950920245398773
22-10-01,"16 - 1022",50,50,50,0,0,1
22-10-01,"24 - 1150",112,120,112,0,8,1
22-10-01,"24 - 1153",240,240,240,0,0,1
22-10-02,"62 - 1011",61,62,61,0,1,1
22-10-02,"3 - 1008",162,164,156,6,2,0.962962962962963
22-10-02,"16 - 1022",50,50,50,0,0,1
22-10-02,"24 - 1150",111,120,111,0,9,1
22-10-02,"24 - 1153",240,240,239,1,0,0.995833333333333
22-10-03,"62 - 1011",56,57,56,0,1,1
22-10-03,"3 - 1008",152,154,146,6,2,0.960526315789474
22-10-03,"16 - 1022",50,50,49,1,0,0.98
22-10-03,"24 - 1150",113,120,111,2,7,0.982300884955752
22-10-03,"24 - 1153",240,240,240,0,0,1
22-10-04,"62 - 1011",56,57,56,0,1,1
22-10-04,"3 - 1008",152,154,144,8,2,0.947368421052632
22-10-04,"16 - 1022",50,50,49,1,0,0.98
22-10-04,"24 - 1150",117,120,114,3,3,0.974358974358974
22-10-04,"24 - 1153",240,240,240,0,0,1
22-10-05,"62 - 1011",56,57,56,0,1,1
22-10-05,"3 - 1008",152,154,142,10,2,0.934210526315789
22-10-05,"16 - 1022",50,50,50,0,0,1
22-10-05,"24 - 1150",118,120,116,2,2,0.983050847457627
22-10-05,"24 - 1153",240,240,239,1,0,0.995833333333333
22-10-06,"62 - 1011",56,57,55,1,1,0.982142857142857
22-10-06,"3 - 1008",152,154,139,13,2,0.914473684210526
22-10-06,"16 - 1022",50,50,50,0,0,1
22-10-06,"24 - 1150",118,120,116,2,2,0.983050847457627
22-10-06,"24 - 1153",239,240,238,1,1,0.99581589958159
22-10-07,"62 - 1011",56,57,56,0,1,1
22-10-07,"3 - 1008",152,154,142,10,2,0.934210526315789
22-10-07,"16 - 1022",50,50,50,0,0,1
22-10-07,"24 - 1150",118,120,118,0,2,1
22-10-07,"24 - 1153",240,240,240,0,0,1
22-10-08,"62 - 1011",56,57,56,0,1,1
22-10-08,"3 - 1008",152,154,142,10,2,0.934210526315789
22-10-08,"16 - 1022",50,50,50,0,0,1
22-10-08,"24 - 1150",116,120,116,0,4,1
22-10-08,"24 - 1153",240,240,240,0,0,1
22-10-09,"62 - 1011",56,57,56,0,1,1
22-10-09,"3 - 1008",152,154,143,9,2,0.940789473684211
22-10-09,"16 - 1022",50,50,50,0,0,1
22-10-09,"24 - 1150",114,120,114,0,6,1
22-10-09,"24 - 1153",240,240,240,0,0,1
22-10-10,"62 - 1011",56,57,56,0,1,1
22-10-10,"3 - 1008",152,154,146,6,2,0.960526315789474
22-10-10,"16 - 1022",50,50,50,0,0,1
22-10-10,"24 - 1150",113,120,113,0,7,1
22-10-10,"24 - 1153",240,240,240,0,0,1
22-10-11,"62 - 1011",56,57,56,0,1,1
22-10-11,"3 - 1008",154,154,147,7,0,0.954545454545455
22-10-11,"16 - 1022",50,50,50,0,0,1
22-10-11,"24 - 1150",115,120,113,2,5,0.982608695652174
22-10-11,"24 - 1153",239,240,239,0,1,1
22-10-12,"62 - 1011",56,57,56,0,1,1
22-10-12,"3 - 1008",154,154,149,5,0,0.967532467532468
22-10-12,"16 - 1022",50,50,50,0,0,1
22-10-12,"24 - 1150",116,120,110,6,4,0.948275862068966
22-10-12,"24 - 1153",240,240,240,0,0,1
22-10-13,"62 - 1011",56,57,54,2,1,0.964285714285714
22-10-13,"3 - 1008",153,154,148,5,1,0.967320261437909
22-10-13,"16 - 1022",50,50,49,1,0,0.98
22-10-13,"24 - 1150",118,120,116,2,2,0.983050847457627
22-10-13,"24 - 1153",238,240,238,0,2,1
22-10-14,"62 - 1011",61,62,60,1,1,0.983606557377049
22-10-14,"3 - 1008",163,164,152,11,1,0.932515337423313
22-10-14,"16 - 1022",50,50,50,0,0,1
22-10-14,"24 - 1150",115,120,115,0,5,1
22-10-14,"24 - 1153",240,240,240,0,0,1
22-10-15,"62 - 1011",61,62,61,0,1,1
22-10-15,"3 - 1008",153,154,148,5,1,0.967320261437909
22-10-15,"16 - 1022",50,50,50,0,0,1
22-10-15,"24 - 1150",115,120,115,0,5,1
22-10-15,"24 - 1153",240,240,240,0,0,1
22-10-16,"62 - 1011",61,62,60,1,1,0.983606557377049
22-10-16,"3 - 1008",163,164,152,11,1,0.932515337423313
22-10-16,"16 - 1022",50,50,50,0,0,1
22-10-16,"24 - 1150",115,120,115,0,5,1
22-10-16,"24 - 1153",240,240,240,0,0,1
22-10-17,"62 - 1011",62,63,61,1,1,0.983870967741935
22-10-17,"3 - 1008",163,164,154,9,1,0.94478527607362
22-10-17,"16 - 1022",50,50,48,2,0,0.96
22-10-17,"24 - 1150",118,120,118,0,2,1
22-10-17,"24 - 1153",240,240,240,0,0,1
22-10-18,"62 - 1011",62,63,62,0,1,1
22-10-18,"3 - 1008",164,164,159,5,0,0.969512195121951
22-10-18,"16 - 1022",50,50,48,2,0,0.96
22-10-18,"24 - 1150",120,120,120,0,0,1
22-10-18,"24 - 1153",240,240,239,1,0,0.995833333333333
22-10-19,"62 - 1011",62,63,61,1,1,0.983870967741935
22-10-19,"3 - 1008",164,164,159,5,0,0.969512195121951
22-10-19,"16 - 1022",50,50,48,2,0,0.96
22-10-19,"24 - 1150",120,120,120,0,0,1
22-10-19,"24 - 1153",240,240,240,0,0,1
22-10-20,"62 - 1011",62,63,61,1,1,0.983870967741935
22-10-20,"3 - 1008",164,164,160,4,0,0.975609756097561
22-10-20,"16 - 1022",50,50,46,4,0,0.92
22-10-20,"24 - 1150",117,120,117,0,3,1
22-10-20,"24 - 1153",240,240,240,0,0,1
22-10-21,"62 - 1011",59,60,55,4,1,0.932203389830508
22-10-21,"3 - 1008",154,154,151,3,0,0.980519480519481
22-10-21,"16 - 1022",50,50,46,4,0,0.92
22-10-21,"24 - 1150",117,120,117,0,3,1
22-10-21,"24 - 1153",240,240,240,0,0,1
22-10-22,"62 - 1011",59,60,56,3,1,0.949152542372881
22-10-22,"3 - 1008",154,154,151,3,0,0.980519480519481
22-10-22,"16 - 1022",50,50,46,4,0,0.92
22-10-22,"24 - 1150",117,120,117,0,3,1
22-10-22,"24 - 1153",240,240,240,0,0,1
22-10-23,"62 - 1011",59,60,57,2,1,0.966101694915254
22-10-23,"3 - 1008",154,154,151,3,0,0.980519480519481
22-10-23,"16 - 1022",50,50,48,2,0,0.96
22-10-23,"24 - 1150",119,120,116,3,1,0.974789915966387
22-10-23,"24 - 1153",240,240,240,0,0,1
22-10-24,"62 - 1011",59,60,57,2,1,0.966101694915254
22-10-24,"3 - 1008",154,154,149,5,0,0.967532467532468
22-10-24,"16 - 1022",50,50,49,1,0,0.98
22-10-24,"24 - 1150",119,120,118,1,1,0.991596638655462
22-10-24,"24 - 1153",238,240,238,0,2,1
22-10-25,"62 - 1011",59,60,56,3,1,0.949152542372881
22-10-25,"3 - 1008",154,154,152,2,0,0.987012987012987
22-10-25,"16 - 1022",50,50,49,1,0,0.98
22-10-25,"24 - 1150",118,120,116,2,2,0.983050847457627
22-10-25,"24 - 1153",237,240,237,0,3,1
22-10-26,"62 - 1011",59,60,55,4,1,0.932203389830508
22-10-26,"3 - 1008",154,154,149,5,0,0.967532467532468
22-10-26,"16 - 1022",50,50,50,0,0,1
22-10-26,"24 - 1150",113,120,113,0,7,1
22-10-26,"24 - 1153",237,240,237,0,3,1
22-10-27,"62 - 1011",59,60,54,5,1,0.915254237288136
22-10-27,"3 - 1008",154,154,151,3,0,0.980519480519481
22-10-27,"16 - 1022",50,50,50,0,0,1
22-10-27,"24 - 1150",112,120,112,0,8,1
22-10-27,"24 - 1153",237,240,237,0,3,1
22-10-28,"62 - 1011",59,60,55,4,1,0.932203389830508
22-10-28,"3 - 1008",154,154,152,2,0,0.987012987012987
22-10-28,"16 - 1022",50,50,48,2,0,0.96
22-10-28,"24 - 1150",114,120,114,0,6,1
22-10-28,"24 - 1153",236,240,236,0,4,1
22-10-29,"62 - 1011",59,60,56,3,1,0.949152542372881
22-10-29,"3 - 1008",154,154,152,2,0,0.987012987012987
22-10-29,"16 - 1022",50,50,48,2,0,0.96
22-10-29,"24 - 1150",114,120,114,0,6,1
22-10-29,"24 - 1153",235,240,235,0,5,1
22-10-30,"62 - 1011",59,60,53,6,1,0.898305084745763
22-10-30,"3 - 1008",154,154,152,2,0,0.987012987012987
22-10-30,"16 - 1022",50,50,47,3,0,0.94
22-10-30,"24 - 1150",112,120,109,3,8,0.973214285714286
22-10-30,"24 - 1153",235,240,235,0,5,1
22-10-31,"62 - 1011",59,60,56,3,1,0.949152542372881
22-10-31,"3 - 1008",164,164,155,9,0,0.945121951219512
22-10-31,"16 - 1022",50,50,48,2,0,0.96
22-10-31,"24 - 1150",108,120,108,0,12,1
22-10-31,"24 - 1153",232,240,232,0,8,1
22-11-01,"62 - 1011",64,65,62,2,1,0.96875
22-11-01,"3 - 1008",163,164,156,7,1,0.957055214723926
22-11-01,"16 - 1022",50,50,49,1,0,0.98
22-11-01,"24 - 1150",106,120,106,0,14,1
22-11-01,"24 - 1153",231,240,231,0,9,1
22-11-02,"62 - 1011",59,60,56,3,1,0.949152542372881
22-11-02,"3 - 1008",154,154,150,4,0,0.974025974025974
22-11-02,"16 - 1022",50,50,46,4,0,0.92
22-11-02,"24 - 1150",100,120,100,0,20,1
22-11-02,"24 - 1153",226,240,226,0,14,1
22-11-03,"62 - 1011",59,60,55,4,1,0.932203389830508
22-11-03,"3 - 1008",154,154,149,5,0,0.967532467532468
22-11-03,"16 - 1022",50,50,43,7,0,0.86
22-11-03,"24 - 1150",103,120,103,0,17,1
22-11-03,"24 - 1153",223,240,223,0,17,1
22-11-04,"62 - 1011",79,84,54,25,5,0.683544303797468
22-11-04,"3 - 1008",154,154,149,5,0,0.967532467532468
22-11-04,"16 - 1022",50,50,42,8,0,0.84
22-11-04,"24 - 1150",96,120,96,0,24,1
22-11-04,"24 - 1153",222,240,222,0,18,1
22-11-05,"62 - 1011",79,84,55,24,5,0.69620253164557
22-11-05,"3 - 1008",154,154,151,3,0,0.980519480519481
22-11-05,"16 - 1022",49,50,39,10,1,0.795918367346939
22-11-05,"24 - 1150",96,120,96,0,24,1
22-11-05,"24 - 1153",220,240,220,0,20,1
22-11-06,"62 - 1011",79,84,54,25,5,0.683544303797468
22-11-06,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-06,"16 - 1022",50,50,41,9,0,0.82
22-11-06,"24 - 1150",91,120,91,0,29,1
22-11-06,"24 - 1153",220,240,220,0,20,1
22-11-07,"62 - 1011",79,84,57,22,5,0.721518987341772
22-11-07,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-07,"16 - 1022",50,50,40,10,0,0.8
22-11-07,"24 - 1150",95,120,95,0,25,1
22-11-07,"24 - 1153",230,240,230,0,10,1
22-11-08,"62 - 1011",79,84,57,22,5,0.721518987341772
22-11-08,"3 - 1008",154,154,153,1,0,0.993506493506494
22-11-08,"16 - 1022",50,50,40,10,0,0.8
22-11-08,"24 - 1150",97,120,97,0,23,1
22-11-08,"24 - 1153",230,240,230,0,10,1
22-11-09,"62 - 1011",79,84,57,22,5,0.721518987341772
22-11-09,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-09,"16 - 1022",50,50,40,10,0,0.8
22-11-09,"24 - 1150",95,120,95,0,25,1
22-11-09,"24 - 1153",230,240,230,0,10,1
22-11-10,"62 - 1011",79,84,57,22,5,0.721518987341772
22-11-10,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-10,"16 - 1022",50,50,39,11,0,0.78
22-11-10,"24 - 1150",96,120,96,0,24,1
22-11-10,"24 - 1153",226,240,226,0,14,1
22-11-11,"62 - 1011",79,84,57,22,5,0.721518987341772
22-11-11,"3 - 1008",154,154,151,3,0,0.980519480519481
22-11-11,"16 - 1022",50,50,38,12,0,0.76
22-11-11,"24 - 1150",95,120,95,0,25,1
22-11-11,"24 - 1153",222,240,222,0,18,1
22-11-12,"62 - 1011",79,84,58,21,5,0.734177215189873
22-11-12,"3 - 1008",154,154,151,3,0,0.980519480519481
22-11-12,"16 - 1022",50,50,38,12,0,0.76
22-11-12,"24 - 1150",95,120,95,0,25,1
22-11-12,"24 - 1153",219,240,219,0,21,1
22-11-13,"62 - 1011",79,84,59,20,5,0.746835443037975
22-11-13,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-13,"16 - 1022",50,50,38,12,0,0.76
22-11-13,"24 - 1150",92,120,92,0,28,1
22-11-13,"24 - 1153",216,240,216,0,24,1
22-11-14,"62 - 1011",79,84,60,19,5,0.759493670886076
22-11-14,"3 - 1008",154,154,152,2,0,0.987012987012987
22-11-14,"16 - 1022",50,50,42,8,0,0.84
22-11-14,"24 - 1150",94,120,94,0,26,1
22-11-14,"24 - 1153",232,240,227,5,8,0.978448275862069
22-11-15,"62 - 1011",84,89,69,15,5,0.821428571428571
22-11-15,"3 - 1008",154,154,151,3,0,0.980519480519481
22-11-15,"16 - 1022",50,50,42,8,0,0.84
22-11-15,"24 - 1150",98,140,98,0,42,1
22-11-15,"24 - 1153",240,240,237,3,0,0.9875
22-11-16,"62 - 1011",84,89,65,19,5,0.773809523809524
22-11-16,"3 - 1008",164,174,161,3,10,0.981707317073171
22-11-16,"16 - 1022",53,53,45,8,0,0.849056603773585
22-11-16,"24 - 1150",104,140,104,0,36,1
22-11-16,"24 - 1153",240,240,240,0,0,1
22-11-17,"62 - 1011",84,89,65,19,5,0.773809523809524
22-11-17,"3 - 1008",174,174,169,5,0,0.971264367816092
22-11-17,"16 - 1022",53,53,46,7,0,0.867924528301887
22-11-17,"24 - 1150",103,140,101,2,37,0.980582524271845
22-11-17,"24 - 1153",240,240,240,0,0,1
22-11-18,"62 - 1011",84,89,73,11,5,0.869047619047619
22-11-18,"3 - 1008",194,194,183,11,0,0.943298969072165
22-11-18,"16 - 1022",53,53,46,7,0,0.867924528301887
22-11-18,"24 - 1150",103,140,103,0,37,1
22-11-18,"24 - 1153",240,240,240,0,0,1
22-11-19,"62 - 1011",84,89,71,13,5,0.845238095238095
22-11-19,"3 - 1008",194,194,191,3,0,0.984536082474227
22-11-19,"16 - 1022",53,53,46,7,0,0.867924528301887
22-11-19,"24 - 1150",102,140,102,0,38,1
22-11-19,"24 - 1153",240,240,240,0,0,1
22-11-20,"62 - 1011",84,89,72,12,5,0.857142857142857
22-11-20,"3 - 1008",214,214,210,4,0,0.981308411214953
22-11-20,"16 - 1022",53,53,47,6,0,0.886792452830189
22-11-20,"24 - 1150",104,140,104,0,36,1
22-11-20,"24 - 1153",240,240,239,1,0,0.995833333333333
22-11-21,"62 - 1011",84,89,72,12,5,0.857142857142857
22-11-21,"3 - 1008",214,214,212,2,0,0.990654205607477
22-11-21,"16 - 1022",53,53,49,4,0,0.924528301886792
22-11-21,"24 - 1150",105,150,103,2,45,0.980952380952381
22-11-21,"24 - 1153",240,240,239,1,0,0.995833333333333
22-11-22,"62 - 1011",83,89,70,13,6,0.843373493975904
22-11-22,"3 - 1008",224,226,222,2,2,0.991071428571429
22-11-22,"16 - 1022",53,53,50,3,0,0.943396226415094
22-11-22,"24 - 1150",111,150,109,2,39,0.981981981981982
22-11-22,"24 - 1153",240,240,240,0,0,1
22-11-23,"62 - 1011",82,89,74,8,7,0.902439024390244
22-11-23,"3 - 1008",224,226,219,5,2,0.977678571428571
22-11-23,"16 - 1022",53,53,52,1,0,0.981132075471698
22-11-23,"24 - 1150",122,150,116,6,28,0.950819672131147
22-11-23,"24 - 1153",237,240,237,0,3,1
22-11-24,"62 - 1011",81,89,70,11,8,0.864197530864197
22-11-24,"3 - 1008",223,226,221,2,3,0.991031390134529
22-11-24,"16 - 1022",53,53,51,2,0,0.962264150943396
22-11-24,"24 - 1150",131,150,127,4,19,0.969465648854962
22-11-24,"24 - 1153",237,240,237,0,3,1
22-11-25,"62 - 1011",80,89,70,10,9,0.875
22-11-25,"3 - 1008",224,226,221,3,2,0.986607142857143
22-11-25,"16 - 1022",53,53,52,1,0,0.981132075471698
22-11-25,"24 - 1150",130,170,129,1,40,0.992307692307692
22-11-25,"24 - 1153",237,240,237,0,3,1
22-11-26,"62 - 1011",79,84,69,10,5,0.873417721518987
22-11-26,"3 - 1008",224,226,220,4,2,0.982142857142857
22-11-26,"16 - 1022",53,53,51,2,0,0.962264150943396
22-11-26,"24 - 1150",128,170,128,0,42,1
22-11-26,"24 - 1153",237,240,236,1,3,0.9957805907173
22-11-27,"62 - 1011",79,84,69,10,5,0.873417721518987
22-11-27,"3 - 1008",225,226,221,4,1,0.982222222222222
22-11-27,"16 - 1022",53,53,50,3,0,0.943396226415094
22-11-27,"24 - 1150",124,170,124,0,46,1
22-11-27,"24 - 1153",236,240,236,0,4,1
22-11-28,"62 - 1011",79,84,69,10,5,0.873417721518987
22-11-28,"3 - 1008",230,236,225,5,6,0.978260869565217
22-11-28,"16 - 1022",53,53,51,2,0,0.962264150943396
22-11-28,"24 - 1150",124,180,124,0,56,1
22-11-28,"24 - 1153",234,240,234,0,6,1
22-11-29,"62 - 1011",79,84,69,10,5,0.873417721518987
22-11-29,"3 - 1008",231,236,228,3,5,0.987012987012987
22-11-29,"16 - 1022",53,53,51,2,0,0.962264150943396
22-11-29,"24 - 1150",165,217,160,5,52,0.96969696969697
22-11-29,"24 - 1153",235,254,235,0,19,1
22-11-30,"62 - 1011",79,84,67,12,5,0.848101265822785
22-11-30,"3 - 1008",231,236,229,2,5,0.991341991341991
22-11-30,"16 - 1022",53,53,49,4,0,0.924528301886792
22-11-30,"24 - 1150",174,217,174,0,43,1
22-11-30,"24 - 1153",241,254,240,1,13,0.995850622406639
22-12-01,"62 - 1011",79,84,68,11,5,0.860759493670886
22-12-01,"3 - 1008",231,236,228,3,5,0.987012987012987
22-12-01,"16 - 1022",53,53,48,5,0,0.905660377358491
22-12-01,"24 - 1150",165,266,165,0,101,1
22-12-01,"24 - 1153",244,254,243,1,10,0.995901639344262
22-12-02,"62 - 1011",79,84,69,10,5,0.873417721518987
22-12-02,"3 - 1008",230,236,224,6,6,0.973913043478261
22-12-02,"16 - 1022",53,53,52,1,0,0.981132075471698
22-12-02,"24 - 1150",181,266,181,0,85,1
22-12-02,"24 - 1153",247,254,246,1,7,0.995951417004049
22-12-03,"62 - 1011",79,84,69,10,5,0.873417721518987
22-12-03,"3 - 1008",230,236,226,4,6,0.982608695652174
22-12-03,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-03,"24 - 1150",179,266,179,0,87,1
22-12-03,"24 - 1153",247,254,244,3,7,0.987854251012146
22-12-04,"62 - 1011",79,84,69,10,5,0.873417721518987
22-12-04,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-04,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-04,"24 - 1150",179,266,178,1,87,0.994413407821229
22-12-04,"24 - 1153",246,254,244,2,8,0.991869918699187
22-12-05,"62 - 1011",79,84,72,7,5,0.911392405063291
22-12-05,"3 - 1008",230,236,227,3,6,0.98695652173913
22-12-05,"16 - 1022",53,53,49,4,0,0.924528301886792
22-12-05,"24 - 1150",201,266,195,6,65,0.970149253731343
22-12-05,"24 - 1153",247,254,247,0,7,1
22-12-06,"62 - 1011",79,84,71,8,5,0.89873417721519
22-12-06,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-06,"16 - 1022",53,53,49,4,0,0.924528301886792
22-12-06,"24 - 1150",233,266,215,18,33,0.92274678111588
22-12-06,"24 - 1153",247,254,247,0,7,1
22-12-07,"62 - 1011",79,84,71,8,5,0.89873417721519
22-12-07,"3 - 1008",230,236,227,3,6,0.98695652173913
22-12-07,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-07,"24 - 1150",241,266,238,3,25,0.987551867219917
22-12-07,"24 - 1153",247,254,242,5,7,0.979757085020243
22-12-08,"62 - 1011",79,84,71,8,5,0.89873417721519
22-12-08,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-08,"16 - 1022",53,53,52,1,0,0.981132075471698
22-12-08,"24 - 1150",245,266,238,7,21,0.971428571428571
22-12-08,"24 - 1153",252,254,247,5,2,0.98015873015873
22-12-09,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-09,"3 - 1008",229,236,228,1,7,0.995633187772926
22-12-09,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-09,"24 - 1150",241,266,235,6,25,0.975103734439834
22-12-09,"24 - 1153",252,254,243,9,2,0.964285714285714
22-12-10,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-10,"3 - 1008",229,236,227,2,7,0.991266375545852
22-12-10,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-10,"24 - 1150",241,266,240,1,25,0.995850622406639
22-12-10,"24 - 1153",249,254,248,1,5,0.995983935742972
22-12-11,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-11,"3 - 1008",229,236,226,3,7,0.986899563318777
22-12-11,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-11,"24 - 1150",244,266,242,2,22,0.991803278688525
22-12-11,"24 - 1153",249,254,248,1,5,0.995983935742972
22-12-12,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-12,"3 - 1008",228,236,227,1,8,0.995614035087719
22-12-12,"16 - 1022",53,53,52,1,0,0.981132075471698
22-12-12,"24 - 1150",245,266,240,5,21,0.979591836734694
22-12-12,"24 - 1153",249,254,247,2,5,0.991967871485944
22-12-13,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-13,"3 - 1008",229,236,229,0,7,1
22-12-13,"16 - 1022",53,53,52,1,0,0.981132075471698
22-12-13,"24 - 1150",244,266,239,5,22,0.979508196721312
22-12-13,"24 - 1153",248,254,248,0,6,1
22-12-14,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-14,"3 - 1008",229,236,229,0,7,1
22-12-14,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-14,"24 - 1150",243,266,240,3,23,0.987654320987654
22-12-14,"24 - 1153",248,254,247,1,6,0.995967741935484
22-12-15,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-15,"3 - 1008",230,236,230,0,6,1
22-12-15,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-15,"24 - 1150",243,266,241,2,23,0.991769547325103
22-12-15,"24 - 1153",248,254,248,0,6,1
22-12-16,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-16,"3 - 1008",230,236,230,0,6,1
22-12-16,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-16,"24 - 1150",244,266,243,1,22,0.995901639344262
22-12-16,"24 - 1153",252,279,251,1,27,0.996031746031746
22-12-17,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-17,"3 - 1008",230,236,230,0,6,1
22-12-17,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-17,"24 - 1150",240,266,239,1,26,0.995833333333333
22-12-17,"24 - 1153",252,279,252,0,27,1
22-12-18,"62 - 1011",79,84,70,9,5,0.886075949367089
22-12-18,"3 - 1008",230,236,230,0,6,1
22-12-18,"16 - 1022",53,53,50,3,0,0.943396226415094
22-12-18,"24 - 1150",241,266,241,0,25,1
22-12-18,"24 - 1153",252,279,251,1,27,0.996031746031746
22-12-19,"62 - 1011",79,84,69,10,5,0.873417721518987
22-12-19,"3 - 1008",230,236,230,0,6,1
22-12-19,"16 - 1022",53,53,51,2,0,0.962264150943396
22-12-19,"24 - 1150",243,266,239,4,23,0.983539094650206
22-12-19,"24 - 1153",261,304,260,1,43,0.996168582375479
22-12-20,"62 - 1011",76,82,68,8,6,0.894736842105263
22-12-20,"3 - 1008",229,236,227,2,7,0.991266375545852
22-12-20,"16 - 1022",53,53,52,1,0,0.981132075471698
22-12-20,"24 - 1150",241,266,239,2,25,0.991701244813278
22-12-20,"24 - 1153",267,304,267,0,37,1
22-12-21,"62 - 1011",76,82,68,8,6,0.894736842105263
22-12-21,"3 - 1008",228,236,228,0,8,1
22-12-21,"16 - 1022",53,53,49,4,0,0.924528301886792
22-12-21,"24 - 1150",242,266,241,1,24,0.995867768595041
22-12-21,"24 - 1153",267,304,266,1,37,0.99625468164794
22-12-22,"62 - 1011",76,82,68,8,6,0.894736842105263
22-12-22,"3 - 1008",229,236,228,1,7,0.995633187772926
22-12-22,"16 - 1022",53,53,48,5,0,0.905660377358491
22-12-22,"24 - 1150",239,266,235,4,27,0.98326359832636
22-12-22,"24 - 1153",267,314,266,1,47,0.99625468164794
22-12-23,"62 - 1011",76,82,67,9,6,0.881578947368421
22-12-23,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-23,"16 - 1022",53,53,44,9,0,0.830188679245283
22-12-23,"24 - 1150",247,266,245,2,19,0.991902834008097
22-12-23,"24 - 1153",278,399,270,8,121,0.971223021582734
22-12-24,"62 - 1011",76,82,69,7,6,0.907894736842105
22-12-24,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-24,"16 - 1022",53,53,47,6,0,0.886792452830189
22-12-24,"24 - 1150",248,266,244,4,18,0.983870967741935
22-12-24,"24 - 1153",278,399,277,1,121,0.996402877697842
22-12-25,"62 - 1011",76,82,69,7,6,0.907894736842105
22-12-25,"3 - 1008",230,236,228,2,6,0.991304347826087
22-12-25,"16 - 1022",53,53,47,6,0,0.886792452830189
22-12-25,"24 - 1150",248,266,246,2,18,0.991935483870968
22-12-25,"24 - 1153",278,399,278,0,121,1
22-12-26,"62 - 1011",76,82,68,8,6,0.894736842105263
22-12-26,"3 - 1008",230,236,226,4,6,0.982608695652174
